crop_name,N,P,K,temperature,humidity,ph,season,soil_type,region,growth_stage,label
tomato_winter,66.22,6.42,106.27,17.97,57.77,8.09,winter,loamy_clay,west_delta,fruiting,phosphoric_acid_85
olive,28.42,7.13,59.13,20.25,58.18,7.97,permanent,calcareous,west_delta,flowering,magnesium_sulphate_16
watermelon,67.88,28.91,116.4,29.6,40.35,7.49,summer,sandy,upper_egypt,fruiting,no_fertilizer_required
sugar_beet,53.31,18.83,45.11,21.87,66.19,8.32,winter,clayey_delta,north_delta,flowering,borax_11
cabbage,16.51,21.29,68.19,16.77,63.95,8.16,winter,clayey_delta,north_delta,vegetative,ammonium_sulphate_206
citrus,49.73,27.74,96.47,28.17,45.0,7.56,permanent,sandy,new_lands,vegetative,calcium_ammonium_nitrate_26
pomegranate,13.61,24.18,13.15,24.97,36.68,7.84,permanent,sandy,new_lands,seedling,potassium_nitrate_13_0_46
maize,112.26,8.65,27.59,26.47,70.0,8.06,summer,clayey_delta,north_delta,fruiting,phosphoric_acid_85
basil,54.11,3.6,53.12,29.71,58.82,8.2,summer,alluvial,middle_egypt,fruiting,phosphoric_acid_85
date_palm,13.59,4.29,54.34,35.5,29.25,7.52,permanent,sandy,new_lands,seedling,ammonium_nitrate_335
cumin,30.01,30.96,27.56,15.46,56.95,7.84,winter,loamy_clay,west_delta,flowering,no_fertilizer_required
watermelon,36.31,8.99,79.32,31.77,42.54,7.78,summer,sandy,new_lands,vegetative,single_super_phosphate_15
pomegranate,38.36,22.4,63.91,22.5,57.0,8.17,permanent,reclaimed,west_delta,seedling,humic_acid_80
olive,49.26,28.48,73.85,24.89,62.0,7.9,permanent,sandy,north_coast,seedling,humic_acid_80
potato,77.68,38.81,41.93,18.25,52.05,7.95,winter,loamy_clay,middle_egypt,seedling,potassium_sulphate_48
rice,82.15,20.17,11.91,26.3,73.9,7.8,summer,clayey_delta,north_delta,seedling,potassium_chloride_60
cotton,25.4,19.5,68.48,26.67,57.27,7.81,summer,alluvial,south_delta,vegetative,urea_46
citrus,55.26,24.58,80.97,25.03,46.12,7.48,permanent,sandy,upper_egypt,fruiting,calcium_ammonium_nitrate_26
faba_bean,21.39,33.55,9.63,14.68,67.68,7.86,winter,alluvial,north_delta,flowering,potassium_chloride_60
wheat,76.05,20.36,20.78,15.79,55.0,8.4,winter,clayey_delta,north_delta,flowering,no_fertilizer_required
tomato_winter,10.52,50.0,130.04,17.47,60.0,7.73,winter,loamy_clay,middle_egypt,flowering,urea_46
faba_bean,21.7,29.85,20.89,13.26,56.13,8.05,winter,alluvial,south_delta,seedling,ammonium_molybdate_54
berseem,20.19,19.95,20.6,19.27,54.41,8.2,winter,alluvial,south_delta,vegetative,ammonium_molybdate_54
watermelon,8.71,17.98,14.59,24.4,57.17,8.21,summer,reclaimed,sinai_north,seedling,manganese_sulphate_32
olive,32.6,14.66,28.15,21.7,60.0,8.1,permanent,calcareous,north_coast,fruiting,magnesium_sulphate_16
watermelon,49.6,9.77,89.39,33.87,47.37,7.58,summer,sandy,upper_egypt,flowering,single_super_phosphate_15
pomegranate,12.58,17.45,62.73,25.44,40.43,7.9,permanent,reclaimed,new_lands,fruiting,borax_11
sugar_beet,12.54,28.26,45.92,14.78,62.11,8.1,winter,loamy_clay,west_delta,seedling,agricultural_sulphur_99
wheat,19.11,6.82,4.95,20.26,57.38,8.23,winter,clayey_delta,south_delta,vegetative,zinc_sulphate_22
sugar_beet,30.72,25.56,24.26,14.25,59.06,8.39,winter,clayey_delta,north_delta,seedling,agricultural_sulphur_99
sugar_beet,29.58,17.5,45.21,15.98,59.01,7.91,winter,calcareous,west_delta,vegetative,npk_19_19_19
cabbage,47.22,4.8,51.79,13.47,60.0,8.2,winter,alluvial,middle_egypt,vegetative,phosphoric_acid_85
grapes,89.74,46.69,159.33,26.98,44.62,7.76,permanent,loamy_clay,middle_egypt,fruiting,nutrient_excess
pepper,80.45,29.21,71.29,26.02,58.01,7.87,summer,alluvial,east_delta,fruiting,no_fertilizer_required
cotton,82.37,24.35,40.64,28.02,62.67,8.2,summer,alluvial,north_delta,seedling,agricultural_sulphur_99
cucumber,49.72,22.39,106.99,22.49,63.18,8.2,summer,alluvial,south_delta,fruiting,iron_chelate_eddha_6
lentil,2.97,5.41,19.47,13.37,60.0,7.96,winter,calcareous,west_delta,flowering,di_ammonium_phosphate_18_46
potato,27.15,34.78,123.47,14.14,61.94,8.03,winter,loamy_clay,west_delta,vegetative,ammonium_sulphate_206
date_palm,5.6,3.4,16.54,31.53,31.96,7.68,permanent,calcareous,new_lands,seedling,npk_19_19_19
grapes,37.27,35.36,75.96,20.76,61.6,7.85,permanent,reclaimed,sinai_north,vegetative,calcium_ammonium_nitrate_26
maize,28.04,25.01,24.9,36.42,45.89,7.57,summer,alluvial,upper_egypt,vegetative,ammonium_nitrate_335
tomato_summer,120.0,50.0,160.57,24.15,63.84,8.06,summer,alluvial,north_delta,fruiting,no_fertilizer_required
cumin,9.69,5.16,7.72,16.42,58.43,7.87,winter,calcareous,west_delta,seedling,npk_19_19_19
coriander,21.21,15.2,16.75,18.61,47.49,7.9,winter,alluvial,middle_egypt,vegetative,npk_19_19_19
pomegranate,9.27,4.7,67.15,20.84,34.34,7.58,permanent,sandy,new_lands,seedling,mono_ammonium_phosphate_12_61
olive,26.73,18.23,57.6,18.58,58.72,8.23,permanent,calcareous,west_delta,vegetative,manganese_sulphate_32
pepper,64.98,7.34,11.32,23.87,65.15,8.2,summer,alluvial,upper_egypt,seedling,iron_chelate_eddha_6
cumin,32.79,14.73,34.17,14.79,51.86,7.8,winter,alluvial,middle_egypt,flowering,single_super_phosphate_15
mint,77.1,5.77,66.51,22.14,55.0,8.03,permanent,alluvial,middle_egypt,flowering,phosphoric_acid_85
berseem,21.9,4.59,3.75,16.83,52.35,8.2,winter,alluvial,middle_egypt,vegetative,ammonium_molybdate_54
onion,17.53,7.43,10.24,18.21,42.93,8.02,winter,loamy_clay,upper_egypt,seedling,agricultural_sulphur_99
date_palm,15.81,7.06,57.04,31.19,38.53,7.75,permanent,sandy,upper_egypt,fruiting,calcium_ammonium_nitrate_26
pomegranate,120.0,24.41,27.77,25.84,37.74,8.26,permanent,calcareous,new_lands,flowering,nutrient_excess
mint,33.3,23.71,55.87,21.39,63.68,7.8,permanent,clayey_delta,north_delta,flowering,urea_46
faba_bean,25.1,18.35,35.52,15.88,59.99,8.09,winter,clayey_delta,north_delta,flowering,ammonium_molybdate_54
grapes,38.57,27.73,95.52,18.76,57.36,7.9,permanent,sandy,sinai_north,vegetative,calcium_ammonium_nitrate_26
faba_bean,17.74,27.48,12.02,12.29,58.54,8.11,winter,alluvial,middle_egypt,seedling,ammonium_molybdate_54
coriander,30.36,8.66,26.33,17.86,52.78,7.99,winter,alluvial,south_delta,vegetative,single_super_phosphate_15
cumin,4.41,3.73,21.37,12.2,40.06,8.27,winter,calcareous,new_lands,vegetative,manganese_sulphate_32
wheat,15.46,17.39,5.3,14.85,48.84,8.14,winter,clayey_delta,south_delta,seedling,potassium_nitrate_13_0_46
tomato_winter,26.53,7.34,32.34,19.36,58.18,8.2,winter,alluvial,south_delta,fruiting,iron_chelate_eddha_6
rice,86.7,3.86,54.91,27.75,67.57,8.12,summer,alluvial,north_delta,fruiting,phosphoric_acid_85
olive,5.73,2.07,17.22,26.17,51.87,8.27,permanent,calcareous,west_delta,seedling,manganese_sulphate_32
cabbage,11.13,21.18,60.78,15.85,51.46,7.96,winter,alluvial,middle_egypt,seedling,urea_46
grapes,62.24,10.74,100.89,24.75,35.0,7.93,permanent,calcareous,new_lands,flowering,triple_super_phosphate_46
cabbage,53.63,14.02,56.62,17.58,56.46,8.16,winter,clayey_delta,south_delta,seedling,phosphoric_acid_85
date_palm,40.19,10.85,32.32,26.68,34.52,8.06,permanent,reclaimed,aswan,vegetative,zinc_sulphate_22
lentil,3.83,4.26,31.19,18.18,60.0,7.83,winter,sandy,sinai_north,seedling,mono_ammonium_phosphate_12_61
potato,97.34,34.88,141.47,13.76,61.59,8.06,winter,alluvial,south_delta,fruiting,no_fertilizer_required
cotton,68.95,27.65,18.48,27.28,60.72,8.2,summer,alluvial,north_delta,seedling,agricultural_sulphur_99
tomato_winter,95.84,32.08,110.15,16.36,56.95,7.79,winter,loamy_clay,west_delta,fruiting,no_fertilizer_required
grapes,17.93,32.82,97.83,22.78,56.36,8.23,permanent,calcareous,west_delta,fruiting,ammonium_sulphate_206
cotton,68.8,4.81,79.66,30.52,51.91,7.66,summer,loamy_clay,south_delta,flowering,borax_11
mango,40.05,21.14,60.62,29.0,45.0,7.8,permanent,sandy,new_lands,flowering,calcium_ammonium_nitrate_26
eggplant,85.24,10.71,93.55,31.52,50.0,8.03,summer,loamy_clay,upper_egypt,seedling,phosphoric_acid_85
lentil,19.07,16.3,26.19,21.81,39.2,7.9,winter,reclaimed,new_lands,seedling,humic_acid_80
cotton,75.74,28.6,72.35,28.6,50.58,7.76,summer,loamy_clay,middle_egypt,flowering,borax_11
berseem,4.64,25.77,13.85,19.05,58.07,8.12,winter,alluvial,north_delta,vegetative,ammonium_molybdate_54
mango,16.65,22.23,67.99,35.14,40.0,7.61,permanent,sandy,upper_egypt,flowering,ammonium_nitrate_335
eggplant,88.63,25.86,20.07,32.47,50.0,7.92,summer,alluvial,upper_egypt,fruiting,potassium_sulphate_48
cotton,75.76,25.06,42.73,31.98,56.99,7.91,summer,loamy_clay,south_delta,vegetative,potassium_nitrate_13_0_46
citrus,99.35,6.66,30.14,22.53,50.21,8.21,permanent,reclaimed,middle_egypt,flowering,iron_chelate_eddha_6
berseem,24.42,15.29,4.16,17.46,65.97,8.06,winter,alluvial,north_delta,flowering,ammonium_molybdate_54
grapes,54.8,34.24,18.69,25.62,59.39,8.35,permanent,reclaimed,sinai_north,vegetative,manganese_sulphate_32
garlic,13.79,25.21,12.55,16.66,66.87,8.2,winter,clayey_delta,north_delta,flowering,potassium_nitrate_13_0_46
pepper,36.55,31.56,59.6,26.56,59.97,7.88,summer,clayey_delta,south_delta,flowering,calcium_nitrate_155
maize,32.22,30.85,25.4,26.43,46.75,7.97,summer,loamy_clay,upper_egypt,fruiting,urea_46
faba_bean,31.3,8.94,12.21,14.96,62.41,8.23,winter,clayey_delta,north_delta,seedling,ammonium_molybdate_54
basil,16.51,5.18,63.93,25.04,45.0,7.71,summer,loamy_clay,upper_egypt,flowering,di_ammonium_phosphate_18_46
watermelon,6.5,21.11,19.27,27.21,55.36,8.31,summer,reclaimed,sinai_north,seedling,manganese_sulphate_32
watermelon,23.18,16.26,79.86,33.92,44.06,7.68,summer,sandy,upper_egypt,seedling,calcium_ammonium_nitrate_26
barley,7.71,3.93,31.99,14.17,54.01,7.74,winter,sandy,sinai_north,seedling,mono_ammonium_phosphate_12_61
olive,13.64,6.92,52.01,22.38,51.98,7.86,permanent,calcareous,west_delta,fruiting,magnesium_sulphate_16
grapes,14.11,9.96,98.9,24.7,54.35,7.96,permanent,calcareous,sinai_north,flowering,di_ammonium_phosphate_18_46
potato,50.76,45.15,137.21,13.89,62.84,7.81,winter,alluvial,north_delta,vegetative,urea_46
barley,45.54,19.83,37.15,21.52,50.82,8.28,winter,calcareous,sinai_north,flowering,no_fertilizer_required
sugar_beet,44.5,18.34,45.86,14.81,60.87,7.79,winter,loamy_clay,south_delta,seedling,single_super_phosphate_15
banana,38.13,13.91,48.84,35.0,60.0,7.65,permanent,alluvial,middle_egypt,fruiting,npk_20_20_20
barley,33.1,7.28,15.03,15.8,58.85,7.89,winter,reclaimed,west_delta,fruiting,npk_19_19_19
maize,36.95,30.34,25.14,24.99,52.39,8.02,summer,alluvial,south_delta,flowering,ammonium_sulphate_206
berseem,2.87,16.04,19.97,19.47,54.33,8.2,winter,alluvial,middle_egypt,vegetative,ammonium_molybdate_54
wheat,74.64,17.88,4.38,14.18,65.0,7.71,winter,alluvial,north_delta,vegetative,potassium_chloride_60
berseem,14.08,20.02,14.87,12.62,65.72,8.22,winter,clayey_delta,north_delta,flowering,ammonium_molybdate_54
olive,30.34,7.2,25.92,18.87,57.41,8.31,permanent,reclaimed,sinai_north,flowering,npk_19_19_19
garlic,29.71,17.68,64.57,15.6,45.89,7.62,winter,loamy_clay,upper_egypt,fruiting,calcium_nitrate_155
olive,20.25,6.78,39.94,25.72,62.0,8.22,permanent,calcareous,sinai_north,flowering,magnesium_sulphate_16
grapes,21.15,9.28,77.12,18.19,57.03,7.84,permanent,reclaimed,sinai_north,fruiting,di_ammonium_phosphate_18_46
tomato_winter,24.44,29.23,25.34,17.28,60.0,8.2,winter,alluvial,middle_egypt,vegetative,iron_chelate_eddha_6
maize,71.02,33.9,24.79,27.66,47.97,8.13,summer,alluvial,south_delta,vegetative,zinc_sulphate_22
wheat,20.89,19.35,4.49,18.58,42.04,7.74,winter,loamy_clay,upper_egypt,flowering,potassium_nitrate_13_0_46
faba_bean,18.2,8.34,12.6,15.98,56.24,8.18,winter,alluvial,south_delta,vegetative,ammonium_molybdate_54
cumin,32.35,19.62,7.87,15.28,48.94,7.95,winter,loamy_clay,upper_egypt,vegetative,potassium_sulphate_48
faba_bean,7.0,6.58,31.65,17.25,63.62,8.22,winter,clayey_delta,north_delta,flowering,ammonium_molybdate_54
citrus,86.32,25.23,82.39,24.33,61.97,8.01,permanent,loamy_clay,west_delta,seedling,agricultural_sulphur_99
date_palm,120.0,50.0,31.41,29.8,31.98,7.42,permanent,sandy,upper_egypt,vegetative,nutrient_excess
onion,58.83,17.28,30.68,14.44,50.71,7.88,winter,alluvial,middle_egypt,seedling,potassium_sulphate_48
mint,51.52,27.17,43.18,21.94,55.0,8.1,permanent,loamy_clay,south_delta,seedling,agricultural_sulphur_99
watermelon,12.84,23.85,91.29,36.03,35.0,7.78,summer,sandy,upper_egypt,flowering,ammonium_nitrate_335
grapes,75.35,31.34,81.76,29.71,45.0,7.78,permanent,reclaimed,new_lands,seedling,humic_acid_80
maize,87.89,31.56,7.72,26.48,50.0,8.2,summer,alluvial,upper_egypt,vegetative,zinc_sulphate_22
date_palm,35.04,16.94,45.61,28.86,36.17,8.01,permanent,calcareous,new_lands,vegetative,zinc_sulphate_22
olive,35.24,15.72,47.47,22.15,62.0,7.88,permanent,calcareous,north_coast,fruiting,magnesium_sulphate_16
wheat,63.59,14.23,22.51,19.75,45.46,7.5,winter,alluvial,upper_egypt,flowering,single_super_phosphate_15
berseem,23.35,4.19,2.67,15.82,65.38,8.07,winter,alluvial,north_delta,flowering,ammonium_molybdate_54
tomato_winter,62.45,50.0,82.94,14.78,59.58,7.49,winter,sandy,east_delta,seedling,humic_acid_80
cumin,28.0,31.14,23.54,15.1,39.0,7.63,winter,sandy,new_lands,seedling,humic_acid_80
pomegranate,42.68,19.4,37.94,25.78,60.48,8.3,permanent,reclaimed,west_delta,vegetative,iron_chelate_eddha_6
pomegranate,40.88,5.81,61.84,25.71,60.43,8.04,permanent,loamy_clay,west_delta,flowering,borax_11
garlic,28.15,14.66,58.75,19.57,50.88,7.77,winter,alluvial,middle_egypt,flowering,calcium_nitrate_155
garlic,14.39,5.91,57.24,20.93,49.68,7.55,winter,alluvial,middle_egypt,seedling,mono_ammonium_phosphate_12_61
pomegranate,71.61,38.2,121.8,26.27,43.09,7.8,permanent,reclaimed,middle_egypt,vegetative,nutrient_excess
garlic,31.74,10.96,61.94,15.94,55.64,8.19,winter,clayey_delta,south_delta,seedling,agricultural_sulphur_99
rice,63.83,17.52,54.22,27.36,65.0,8.04,summer,alluvial,south_delta,seedling,urea_46
mint,75.46,17.28,53.31,25.11,59.93,7.97,permanent,alluvial,south_delta,flowering,single_super_phosphate_15
tomato_summer,78.83,22.18,90.09,23.89,50.0,7.82,summer,loamy_clay,upper_egypt,seedling,single_super_phosphate_15
tomato_winter,120.0,50.0,148.37,18.54,50.0,8.2,winter,alluvial,middle_egypt,seedling,iron_chelate_eddha_6
watermelon,10.45,17.88,27.11,31.9,42.39,7.75,summer,sandy,upper_egypt,seedling,potassium_nitrate_13_0_46
citrus,96.4,7.29,28.04,24.23,62.18,8.26,permanent,reclaimed,west_delta,vegetative,iron_chelate_eddha_6
pepper,64.91,17.79,57.24,25.28,64.2,8.11,summer,alluvial,upper_egypt,vegetative,phosphoric_acid_85
wheat,25.81,4.86,5.43,18.49,64.04,8.23,winter,clayey_delta,north_delta,vegetative,zinc_sulphate_22
lentil,3.88,18.46,7.0,13.92,60.0,7.76,winter,loamy_clay,west_delta,fruiting,potassium_nitrate_13_0_46
olive,16.01,19.97,27.34,17.64,62.0,8.09,permanent,calcareous,north_coast,flowering,magnesium_sulphate_16
olive,33.49,21.47,61.99,19.31,38.7,7.47,permanent,sandy,new_lands,fruiting,no_fertilizer_required
wheat,77.08,26.75,3.19,16.75,59.53,7.93,winter,clayey_delta,south_delta,fruiting,potassium_chloride_60
olive,6.54,19.9,8.24,17.2,59.85,7.66,permanent,reclaimed,west_delta,flowering,potassium_nitrate_13_0_46
coriander,18.41,8.39,31.23,14.24,63.65,8.12,winter,alluvial,north_delta,seedling,npk_19_19_19
cotton,68.62,12.98,57.42,30.67,51.62,7.69,summer,loamy_clay,middle_egypt,flowering,borax_11
maize,91.95,17.64,33.67,29.79,54.55,7.78,summer,alluvial,middle_egypt,vegetative,single_super_phosphate_15
maize,34.59,28.17,34.24,35.06,46.31,7.88,summer,loamy_clay,middle_egypt,fruiting,ammonium_nitrate_335
rice,120.0,37.07,73.25,28.01,65.0,8.2,summer,clayey_delta,south_delta,vegetative,zinc_sulphate_22
cabbage,21.16,23.08,64.38,18.58,62.44,7.94,winter,loamy_clay,south_delta,vegetative,urea_46
cotton,76.52,5.12,61.35,31.86,55.35,7.75,summer,loamy_clay,middle_egypt,vegetative,triple_super_phosphate_46
berseem,9.53,19.77,16.54,18.08,52.34,7.6,winter,loamy_clay,south_delta,fruiting,calcium_nitrate_155
sugar_beet,41.02,18.0,22.19,13.0,55.81,8.06,winter,loamy_clay,south_delta,fruiting,borax_11
basil,34.45,17.38,48.11,27.91,59.74,7.79,summer,sandy,east_delta,fruiting,calcium_ammonium_nitrate_26
pepper,72.15,17.24,57.87,27.65,60.8,8.06,summer,clayey_delta,south_delta,seedling,phosphoric_acid_85
onion,54.49,10.64,29.13,17.92,55.43,7.97,winter,clayey_delta,south_delta,seedling,npk_19_19_19
potato,67.31,19.13,132.43,14.07,54.68,8.1,winter,loamy_clay,west_delta,seedling,phosphoric_acid_85
cotton,12.26,7.91,14.84,24.19,55.0,8.2,summer,alluvial,north_delta,flowering,borax_11
rice,31.98,4.89,15.08,24.88,70.91,7.91,summer,alluvial,north_delta,seedling,npk_20_20_20
onion,63.93,26.94,28.88,15.17,64.29,7.84,winter,loamy_clay,south_delta,flowering,potassium_sulphate_48
mango,44.92,21.9,74.78,28.47,42.86,7.62,permanent,sandy,new_lands,vegetative,calcium_ammonium_nitrate_26
olive,20.91,16.38,52.49,22.69,51.96,7.7,permanent,calcareous,west_delta,fruiting,magnesium_sulphate_16
eggplant,73.83,25.02,15.87,30.8,54.29,7.87,summer,alluvial,south_delta,seedling,potassium_sulphate_48
potato,22.11,42.56,125.89,14.25,69.51,8.2,winter,alluvial,north_delta,flowering,ammonium_sulphate_206
garlic,28.76,20.3,69.29,15.18,66.09,8.11,winter,clayey_delta,north_delta,fruiting,calcium_nitrate_155
wheat,81.09,21.89,15.97,19.86,53.14,7.8,winter,alluvial,middle_egypt,fruiting,no_fertilizer_required
faba_bean,6.66,10.63,5.84,14.01,68.0,8.24,winter,clayey_delta,north_delta,fruiting,ammonium_molybdate_54
garlic,12.38,16.45,76.76,14.41,54.28,8.0,winter,clayey_delta,south_delta,flowering,ammonium_sulphate_206
mint,106.05,19.99,108.36,28.15,55.0,8.04,permanent,loamy_clay,middle_egypt,flowering,phosphoric_acid_85
tomato_summer,24.13,35.02,103.08,29.21,67.88,8.06,summer,clayey_delta,north_delta,vegetative,ammonium_sulphate_206
mint,89.47,10.57,52.36,23.25,68.44,7.94,permanent,alluvial,north_delta,fruiting,triple_super_phosphate_46
cumin,9.71,7.96,18.44,19.19,46.28,7.86,winter,loamy_clay,upper_egypt,flowering,di_ammonium_phosphate_18_46
lentil,5.63,5.31,6.68,14.6,51.57,7.84,winter,calcareous,sinai_north,fruiting,npk_19_19_19
tomato_winter,52.27,34.81,91.85,16.27,58.86,7.67,winter,loamy_clay,middle_egypt,flowering,calcium_nitrate_155
olive,15.16,12.88,27.92,22.4,52.46,7.87,permanent,reclaimed,west_delta,seedling,npk_19_19_19
citrus,91.64,12.47,76.52,25.39,50.0,7.61,permanent,loamy_clay,upper_egypt,fruiting,single_super_phosphate_15
mango,47.07,20.45,81.43,24.63,55.2,7.46,permanent,sandy,east_delta,vegetative,calcium_ammonium_nitrate_26
faba_bean,18.28,22.4,18.56,17.72,55.98,8.23,winter,clayey_delta,south_delta,fruiting,ammonium_molybdate_54
grapes,69.23,33.37,104.31,26.49,44.82,8.31,permanent,reclaimed,new_lands,seedling,manganese_sulphate_32
faba_bean,24.99,29.25,7.41,14.55,56.79,7.86,winter,alluvial,middle_egypt,fruiting,potassium_chloride_60
eggplant,15.08,3.86,35.27,27.43,52.08,8.0,summer,alluvial,middle_egypt,fruiting,npk_20_20_20
cotton,46.37,22.83,69.85,29.26,56.03,7.65,summer,alluvial,south_delta,vegetative,urea_46
watermelon,24.27,7.99,89.2,31.89,42.27,8.28,summer,calcareous,new_lands,seedling,manganese_sulphate_32
tomato_winter,46.8,33.68,87.53,18.59,60.71,8.2,winter,alluvial,east_delta,seedling,iron_chelate_eddha_6
citrus,50.95,26.53,92.74,25.27,45.0,7.54,permanent,sandy,new_lands,vegetative,calcium_ammonium_nitrate_26
sugar_beet,12.95,26.23,46.47,18.87,57.16,8.09,winter,clayey_delta,south_delta,seedling,agricultural_sulphur_99
olive,28.66,6.06,37.36,24.08,52.16,7.6,permanent,calcareous,west_delta,fruiting,magnesium_sulphate_16
citrus,34.69,5.72,21.78,26.74,45.0,7.79,permanent,reclaimed,new_lands,seedling,npk_20_20_20
cucumber,35.23,22.0,103.84,27.55,59.57,7.93,summer,clayey_delta,east_delta,flowering,calcium_nitrate_155
pepper,66.15,14.55,57.85,26.25,56.8,7.7,summer,loamy_clay,south_delta,seedling,single_super_phosphate_15
basil,56.08,4.24,16.42,28.37,62.71,7.83,summer,alluvial,north_delta,fruiting,npk_19_19_19
onion,20.99,6.04,50.1,16.34,44.3,7.72,winter,loamy_clay,upper_egypt,fruiting,di_ammonium_phosphate_18_46
sugar_beet,49.53,17.93,43.52,16.83,62.08,7.8,winter,loamy_clay,west_delta,flowering,borax_11
cotton,40.13,19.47,65.64,26.53,52.59,7.87,summer,alluvial,south_delta,flowering,borax_11
maize,99.11,14.67,25.54,31.94,54.84,7.82,summer,alluvial,middle_egypt,fruiting,single_super_phosphate_15
eggplant,67.9,22.79,59.07,32.49,51.81,8.24,summer,clayey_delta,south_delta,seedling,iron_chelate_eddha_6
eggplant,71.24,23.25,99.42,32.62,50.96,8.05,summer,loamy_clay,middle_egypt,flowering,no_fertilizer_required
coriander,9.77,4.71,8.77,14.13,61.36,8.04,winter,loamy_clay,west_delta,seedling,npk_19_19_19
tomato_summer,61.01,36.77,113.34,26.79,50.0,8.01,summer,loamy_clay,upper_egypt,flowering,calcium_nitrate_155
tomato_winter,46.65,32.36,98.35,20.64,65.33,7.88,winter,loamy_clay,west_delta,flowering,calcium_nitrate_155
barley,7.54,15.41,34.08,16.28,60.94,7.87,winter,sandy,sinai_north,seedling,urea_46
olive,25.45,3.29,8.44,21.61,56.27,8.24,permanent,calcareous,west_delta,seedling,manganese_sulphate_32
watermelon,7.66,16.21,21.82,33.79,35.0,7.74,summer,reclaimed,new_lands,fruiting,potassium_nitrate_13_0_46
pepper,70.41,4.91,48.94,28.53,52.0,8.15,summer,clayey_delta,south_delta,seedling,phosphoric_acid_85
banana,120.0,37.1,70.34,25.9,60.0,7.84,permanent,alluvial,middle_egypt,flowering,potassium_sulphate_48
berseem,28.74,26.06,17.34,19.66,58.17,8.2,winter,alluvial,north_delta,flowering,ammonium_molybdate_54
tomato_winter,22.57,7.88,40.67,20.62,59.86,8.2,winter,alluvial,south_delta,seedling,iron_chelate_eddha_6
grapes,34.22,25.92,53.21,21.35,54.92,8.21,permanent,calcareous,sinai_north,seedling,manganese_sulphate_32
maize,108.0,16.63,36.06,27.83,55.37,7.95,summer,clayey_delta,south_delta,flowering,single_super_phosphate_15
eggplant,66.97,26.51,55.3,35.56,48.0,7.45,summer,sandy,upper_egypt,fruiting,potassium_sulphate_48
watermelon,7.63,17.12,84.41,30.31,41.94,8.25,summer,calcareous,new_lands,seedling,manganese_sulphate_32
sugar_beet,38.73,10.84,46.79,18.33,56.23,7.66,winter,loamy_clay,south_delta,seedling,triple_super_phosphate_46
pepper,40.17,20.97,54.23,26.99,62.33,8.1,summer,loamy_clay,upper_egypt,vegetative,urea_46
maize,90.96,5.47,39.61,30.16,57.14,7.92,summer,loamy_clay,south_delta,fruiting,triple_super_phosphate_46
faba_bean,27.83,16.35,38.41,15.12,57.36,8.21,winter,clayey_delta,south_delta,flowering,ammonium_molybdate_54
watermelon,12.38,3.82,76.34,32.08,51.24,7.67,summer,sandy,east_delta,vegetative,di_ammonium_phosphate_18_46
date_palm,6.6,9.57,42.98,35.04,32.61,7.63,permanent,sandy,upper_egypt,seedling,ammonium_nitrate_335
maize,23.84,33.58,33.32,35.47,46.08,7.83,summer,alluvial,middle_egypt,flowering,ammonium_nitrate_335
onion,68.94,18.33,18.0,15.97,68.0,7.96,winter,alluvial,north_delta,seedling,potassium_sulphate_48
olive,28.75,17.4,12.54,25.46,54.55,7.65,permanent,sandy,sinai_north,seedling,potassium_sulphate_48
sugar_beet,44.64,19.88,48.98,16.71,54.91,8.2,winter,calcareous,west_delta,vegetative,manganese_sulphate_32
wheat,59.69,26.77,2.86,15.57,57.51,7.96,winter,loamy_clay,south_delta,fruiting,potassium_chloride_60
watermelon,9.1,19.33,68.64,30.85,43.1,8.04,summer,calcareous,new_lands,flowering,magnesium_sulphate_16
date_palm,32.87,4.87,46.32,30.04,32.28,7.57,permanent,sandy,aswan,fruiting,single_super_phosphate_15
faba_bean,17.72,25.35,7.44,12.37,61.69,7.87,winter,alluvial,north_delta,flowering,potassium_chloride_60
watermelon,49.79,17.94,93.18,29.83,58.09,7.45,summer,sandy,east_delta,seedling,humic_acid_80
watermelon,22.11,15.68,84.41,27.68,45.0,7.87,summer,reclaimed,new_lands,seedling,calcium_ammonium_nitrate_26
grapes,47.63,17.0,79.54,26.56,35.0,8.23,permanent,calcareous,new_lands,flowering,phosphoric_acid_85
pomegranate,13.5,17.99,66.05,26.76,37.92,7.47,permanent,sandy,upper_egypt,flowering,borax_11
berseem,18.92,16.15,7.36,11.85,56.86,7.66,winter,loamy_clay,south_delta,seedling,potassium_nitrate_13_0_46
coriander,10.87,15.07,32.08,17.16,60.87,8.2,winter,alluvial,north_delta,flowering,ammonium_sulphate_206
pomegranate,37.78,20.54,40.41,23.5,38.11,8.21,permanent,reclaimed,new_lands,flowering,iron_chelate_eddha_6
date_palm,13.59,4.29,54.34,35.5,29.25,7.52,permanent,sandy,new_lands,seedling,ammonium_nitrate_335
eggplant,19.23,23.48,81.92,35.16,50.0,7.97,summer,loamy_clay,middle_egypt,fruiting,ammonium_nitrate_335
onion,19.94,6.8,44.55,18.57,50.72,7.86,winter,alluvial,middle_egypt,fruiting,di_ammonium_phosphate_18_46
basil,53.3,4.75,40.34,31.88,51.92,8.1,summer,loamy_clay,middle_egypt,fruiting,phosphoric_acid_85
basil,62.85,10.51,55.04,30.03,45.0,7.88,summer,alluvial,upper_egypt,fruiting,single_super_phosphate_15
